,ranking,title,artist,rank_week
6328,29,ZEZE,Kodak Black Featuring Travis Scott & Offset,2019-03-23
6329,30,Better Now,Post Malone,2019-03-23
6330,31,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,2019-03-23
6331,32,You Say,Lauren Daigle,2019-03-23
6332,33,Youngblood,5 Seconds Of Summer,2019-03-23
6333,34,Tequila,Dan + Shay,2019-03-23
6334,35,Baby Shark,Pinkfong,2019-03-23
6335,36,Look Back At It,A Boogie Wit da Hoodie,2019-03-23
6336,37,Lucid Dreams,Juice WRLD,2019-03-23
6337,38,Hear Me Calling,Juice WRLD,2019-03-23
6338,39,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",2019-03-23
6339,40,Pure Water,Mustard & Migos,2019-03-23
6340,41,Empty,Juice WRLD,2019-03-23
6341,42,Talk,Khalid,2019-03-23
6342,43,Envy Me,Calboy,2019-03-23
6343,44,I Like It,"Cardi B, Bad Bunny & J Balvin",2019-03-23
6344,45,Bury A Friend,Billie Eilish,2019-03-23
6345,46,Mixed Personalities,YNW Melly Featuring Kanye West,2019-03-23
6346,47,Fast,Juice WRLD,2019-03-23
6347,48,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,2019-03-23
6348,49,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,2019-03-23
6349,50,Twerk,City Girls Featuring Cardi B,2019-03-23
6350,51,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-03-23
6351,52,Girls Need Love,Summer Walker X Drake,2019-03-23
6352,53,Millionaire,Chris Stapleton,2019-03-23
6353,54,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,2019-03-23
6354,55,This Is It,Scotty McCreery,2019-03-23
6355,56,Put A Date On It,Yo Gotti Featuring Lil Baby,2019-03-23
6356,57,I,Lil Skies,2019-03-23
6357,58,Take It From Me,Jordan Davis,2019-03-23
6358,59,Wish You Were Gay,Billie Eilish,2019-03-23
6359,60,Here Tonight,Brett Young,2019-03-23
6360,61,GIRL,Maren Morris,2019-03-23
6361,62,Worth It,YK Osiris,2019-03-23
6362,63,Act Up,City Girls,2019-03-23
6363,64,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,2019-03-23
6364,65,Maze,Juice WRLD,2019-03-23
6365,66,Close Friends,Lil Baby,2019-03-23
6366,67,Undecided,Chris Brown,2019-03-23
6367,68,Girl Like You,Jason Aldean,2019-03-23
6368,69,Eyes On You,Chase Rice,2019-03-23
6369,70,Bad Liar,Imagine Dragons,2019-03-23
6370,71,Shot Clock,Ella Mai,2019-03-23
6371,72,Pure Cocaine,Lil Baby,2019-03-23
6372,73,Good As You,Kane Brown,2019-03-23
6373,74,There Was This Girl,Riley Green,2019-03-23
6374,75,Here With Me,Marshmello Featuring CHVRCHES,2019-03-23
6375,76,Down To The Honkytonk,Jake Owen,2019-03-23
6376,77,My Bad,Khalid,2019-03-23
6377,78,Saturday Nights,Khalid & Kane Brown,2019-03-23
6378,79,Make It Sweet,Old Dominion,2019-03-23
6379,80,Whiskey Glasses,Morgan Wallen,2019-03-23
6380,81,Ella Quiere Beber,Anuel AA & Romeo Santos,2019-03-23
6381,82,Look What God Gave Her,Thomas Rhett,2019-03-23
6382,83,Miss Me More,Kelsea Ballerini,2019-03-23
6383,84,One That Got Away,Michael Ray,2019-03-23
6384,85,Undrunk,FLETCHER,2019-03-23
6385,86,Night Shift,Jon Pardi,2019-03-23
6386,87,Calling My Spirit,Kodak Black,2019-03-23
6387,88,Rumor,Lee Brice,2019-03-23
6388,89,Secreto,Anuel AA & Karol G,2019-03-23
6389,90,What Makes You Country,Luke Bryan,2019-03-23
6390,91,Flaws And Sins,Juice WRLD,2019-03-23
6391,92,Calma,Pedro Capo X Farruko,2019-03-23
6392,93,Lovely,Billie Eilish & Khalid,2019-03-23
6393,94,When The Party's Over,Billie Eilish,2019-03-23
6394,95,Nights Like This,Kehlani Featuring Ty Dolla $ign,2019-03-23
6395,96,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,2019-03-23
6396,97,I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",2019-03-23
6397,98,Talk You Out Of It,Florida Georgia Line,2019-03-23
6398,99,Faucet Failure,Ski Mask The Slump God,2019-03-23
6399,100,Always Remember Us This Way,Lady Gaga,2019-03-23
6400,1,7 Rings,Ariana Grande,2019-03-30
6401,2,Without Me,Halsey,2019-03-30
6402,3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019-03-30
6403,4,Wow.,Post Malone,2019-03-30
6404,5,Please Me,Cardi B & Bruno Mars,2019-03-30
6405,6,Happier,Marshmello & Bastille,2019-03-30
6406,7,Shallow,Lady Gaga & Bradley Cooper,2019-03-30
6407,8,Sucker,Jonas Brothers,2019-03-30
6408,9,Middle Child,J. Cole,2019-03-30
6409,10,Going Bad,Meek Mill Featuring Drake,2019-03-30
6410,11,Thotiana,Blueface,2019-03-30
6411,12,Eastside,"benny blanco, Halsey & Khalid",2019-03-30
6412,13,Sicko Mode,Travis Scott,2019-03-30
6413,14,High Hopes,Panic! At The Disco,2019-03-30
6414,15,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019-03-30
6415,16,Murder On My Mind,YNW Melly,2019-03-30
6416,17,Dancing With A Stranger,Sam Smith & Normani,2019-03-30
6417,18,Better,Khalid,2019-03-30
6418,19,"Thank U, Next",Ariana Grande,2019-03-30
6419,20,Sweet But Psycho,Ava Max,2019-03-30
6420,21,A Lot,21 Savage,2019-03-30
6421,22,Girls Like You,Maroon 5 Featuring Cardi B,2019-03-30
6422,23,Be Alright,Dean Lewis,2019-03-30
6423,24,Drip Too Hard,Lil Baby & Gunna,2019-03-30
6424,25,Beautiful Crazy,Luke Combs,2019-03-30
6425,26,Money,Cardi B,2019-03-30
6426,27,Better Now,Post Malone,2019-03-30
6427,28,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,2019-03-30
6428,29,You Say,Lauren Daigle,2019-03-30
6429,30,MIA,Bad Bunny Featuring Drake,2019-03-30
6430,31,ZEZE,Kodak Black Featuring Travis Scott & Offset,2019-03-30
6431,32,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-03-30
6432,33,Youngblood,5 Seconds Of Summer,2019-03-30
6433,34,Pure Water,Mustard & Migos,2019-03-30
6434,35,Robbery,Juice WRLD,2019-03-30
6435,36,Look Back At It,A Boogie Wit da Hoodie,2019-03-30
6436,37,Baby Shark,Pinkfong,2019-03-30
6437,38,Tequila,Dan + Shay,2019-03-30
6438,39,Envy Me,Calboy,2019-03-30
6439,40,Lucid Dreams,Juice WRLD,2019-03-30
6440,41,Talk,Khalid,2019-03-30
6441,42,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",2019-03-30
6442,43,Mixed Personalities,YNW Melly Featuring Kanye West,2019-03-30
6443,44,I Like It,"Cardi B, Bad Bunny & J Balvin",2019-03-30
6444,45,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,2019-03-30
6445,46,Bury A Friend,Billie Eilish,2019-03-30
6446,47,Millionaire,Chris Stapleton,2019-03-30
6447,48,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,2019-03-30
6448,49,Put A Date On It,Yo Gotti Featuring Lil Baby,2019-03-30
6449,50,Act Up,City Girls,2019-03-30
6450,51,Twerk,City Girls Featuring Cardi B,2019-03-30
6451,52,Girls Need Love,Summer Walker X Drake,2019-03-30
6452,53,Here Tonight,Brett Young,2019-03-30
6453,54,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,2019-03-30
6454,55,Numb Numb Juice,ScHoolboy Q,2019-03-30
6455,56,Worth It,YK Osiris,2019-03-30
6456,57,Pure Cocaine,Lil Baby,2019-03-30
6457,58,Close Friends,Lil Baby,2019-03-30
6458,59,Bad Liar,Imagine Dragons,2019-03-30
6459,60,Hear Me Calling,Juice WRLD,2019-03-30
6460,61,Eyes On You,Chase Rice,2019-03-30
6461,62,Sally Walker,Iggy Azalea,2019-03-30
6462,63,Take It From Me,Jordan Davis,2019-03-30
6463,64,This Is It,Scotty McCreery,2019-03-30
6464,65,Shot Clock,Ella Mai,2019-03-30
6465,66,I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",2019-03-30
6466,67,Empty,Juice WRLD,2019-03-30
6467,68,Undrunk,FLETCHER,2019-03-30
6468,69,Good As You,Kane Brown,2019-03-30
6469,70,Saturday Nights,Khalid & Kane Brown,2019-03-30
6470,71,I,Lil Skies,2019-03-30
6471,72,There Was This Girl,Riley Green,2019-03-30
6472,73,Undecided,Chris Brown,2019-03-30
6473,74,Girl Like You,Jason Aldean,2019-03-30
6474,75,Whiskey Glasses,Morgan Wallen,2019-03-30
6475,76,Make It Sweet,Old Dominion,2019-03-30
6476,77,Miss Me More,Kelsea Ballerini,2019-03-30
6477,78,One That Got Away,Michael Ray,2019-03-30
6478,79,Here With Me,Marshmello Featuring CHVRCHES,2019-03-30
6479,80,Look What God Gave Her,Thomas Rhett,2019-03-30
6480,81,Down To The Honkytonk,Jake Owen,2019-03-30
6481,82,GIRL,Maren Morris,2019-03-30
6482,83,Ella Quiere Beber,Anuel AA & Romeo Santos,2019-03-30
6483,84,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,2019-03-30
6484,85,Night Shift,Jon Pardi,2019-03-30
6485,86,Fast,Juice WRLD,2019-03-30
6486,87,Wish You Were Gay,Billie Eilish,2019-03-30
6487,88,Rumor,Lee Brice,2019-03-30
6488,89,Walk Me Home,P!nk,2019-03-30
6489,90,Faucet Failure,Ski Mask The Slump God,2019-03-30
6490,91,Calma,Pedro Capo X Farruko,2019-03-30
6491,92,Calling My Spirit,Kodak Black,2019-03-30
6492,93,Talk You Out Of It,Florida Georgia Line,2019-03-30
6493,94,Secreto,Anuel AA & Karol G,2019-03-30
6494,95,On My Way To You,Cody Johnson,2019-03-30
6495,96,Slow Dancing In The Dark,Joji,2019-03-30
6496,97,Let Me Down Slowly,Alec Benjamin Featuring Alessia Cara,2019-03-30
6497,98,Lovely,Billie Eilish & Khalid,2019-03-30
6498,99,My Bad,Khalid,2019-03-30
6499,100,Love Wins,Carrie Underwood,2019-03-30
6500,1,7 Rings,Ariana Grande,2019-04-06
6501,2,Wow.,Post Malone,2019-04-06
6502,3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019-04-06
6503,4,Without Me,Halsey,2019-04-06
6504,5,Please Me,Cardi B & Bruno Mars,2019-04-06
6505,6,Happier,Marshmello & Bastille,2019-04-06
6506,7,Middle Child,J. Cole,2019-04-06
6507,8,Thotiana,Blueface,2019-04-06
6508,9,Sucker,Jonas Brothers,2019-04-06
6509,10,Shallow,Lady Gaga & Bradley Cooper,2019-04-06
6510,11,Eastside,"benny blanco, Halsey & Khalid",2019-04-06
6511,12,Going Bad,Meek Mill Featuring Drake,2019-04-06
6512,13,High Hopes,Panic! At The Disco,2019-04-06
6513,14,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019-04-06
6514,15,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-04-06
6515,16,Better,Khalid,2019-04-06
6516,17,Dancing With A Stranger,Sam Smith & Normani,2019-04-06
6517,18,Sicko Mode,Travis Scott,2019-04-06
6518,19,Murder On My Mind,YNW Melly,2019-04-06
6519,20,Sweet But Psycho,Ava Max,2019-04-06
6520,21,"Thank U, Next",Ariana Grande,2019-04-06
6521,22,A Lot,21 Savage,2019-04-06
6522,23,Girls Like You,Maroon 5 Featuring Cardi B,2019-04-06
6523,24,Be Alright,Dean Lewis,2019-04-06
6524,25,Beautiful Crazy,Luke Combs,2019-04-06
6525,26,Drip Too Hard,Lil Baby & Gunna,2019-04-06
6526,27,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,2019-04-06
6527,28,Money,Cardi B,2019-04-06
6528,29,Better Now,Post Malone,2019-04-06
6529,30,You Say,Lauren Daigle,2019-04-06
6530,31,Pure Water,Mustard & Migos,2019-04-06
6531,32,Youngblood,5 Seconds Of Summer,2019-04-06
6532,33,Baby Shark,Pinkfong,2019-04-06
6533,34,MIA,Bad Bunny Featuring Drake,2019-04-06
6534,35,Look Back At It,A Boogie Wit da Hoodie,2019-04-06
6535,36,Envy Me,Calboy,2019-04-06
6536,37,Robbery,Juice WRLD,2019-04-06
6537,38,ZEZE,Kodak Black Featuring Travis Scott & Offset,2019-04-06
6538,39,Tequila,Dan + Shay,2019-04-06
6539,40,Talk,Khalid,2019-04-06
6540,41,Bury A Friend,Billie Eilish,2019-04-06
6541,42,Mixed Personalities,YNW Melly Featuring Kanye West,2019-04-06
6542,43,Act Up,City Girls,2019-04-06
6543,44,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,2019-04-06
6544,45,I Like It,"Cardi B, Bad Bunny & J Balvin",2019-04-06
6545,46,Put A Date On It,Yo Gotti Featuring Lil Baby,2019-04-06
6546,47,Lucid Dreams,Juice WRLD,2019-04-06
6547,48,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",2019-04-06
6548,49,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,2019-04-06
6549,50,Twerk,City Girls Featuring Cardi B,2019-04-06
6550,51,Here Tonight,Brett Young,2019-04-06
6551,52,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,2019-04-06
6552,53,Here With Me,Marshmello Featuring CHVRCHES,2019-04-06
6553,54,Eyes On You,Chase Rice,2019-04-06
6554,55,Worth It,YK Osiris,2019-04-06
6555,56,Bad Liar,Imagine Dragons,2019-04-06
6556,57,Close Friends,Lil Baby,2019-04-06
6557,58,Girls Need Love,Summer Walker X Drake,2019-04-06
6558,59,Good As You,Kane Brown,2019-04-06
6559,60,Miss Me More,Kelsea Ballerini,2019-04-06
6560,61,Undrunk,FLETCHER,2019-04-06
6561,62,Shot Clock,Ella Mai,2019-04-06
6562,63,Walk Me Home,P!nk,2019-04-06
6563,64,Millionaire,Chris Stapleton,2019-04-06
6564,65,Down To The Honkytonk,Jake Owen,2019-04-06
6565,66,Whiskey Glasses,Morgan Wallen,2019-04-06
6566,67,One That Got Away,Michael Ray,2019-04-06
6567,68,This Is It,Scotty McCreery,2019-04-06
6568,69,Look What God Gave Her,Thomas Rhett,2019-04-06
6569,70,Pure Cocaine,Lil Baby,2019-04-06
6570,71,There Was This Girl,Riley Green,2019-04-06
6571,72,Price On My Head,NAV Featuring The Weeknd,2019-04-06
6572,73,Saturday Nights,Khalid & Kane Brown,2019-04-06
6573,74,Make It Sweet,Old Dominion,2019-04-06
6574,75,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,2019-04-06
6575,76,Girl Like You,Jason Aldean,2019-04-06
6576,77,GIRL,Maren Morris,2019-04-06
6577,78,Confessions Of A Dangerous Mind,Logic,2019-04-06
6578,79,Take It From Me,Jordan Davis,2019-04-06
6579,80,Splashin,Rich The Kid,2019-04-06
6580,81,Night Shift,Jon Pardi,2019-04-06
6581,82,I,Lil Skies,2019-04-06
6582,83,Rumor,Lee Brice,2019-04-06
6583,84,Wish You Were Gay,Billie Eilish,2019-04-06
6584,85,I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",2019-04-06
6585,86,Hear Me Calling,Juice WRLD,2019-04-06
6586,87,Faucet Failure,Ski Mask The Slump God,2019-04-06
6587,88,Talk You Out Of It,Florida Georgia Line,2019-04-06
6588,89,Tap,NAV Featuring Meek Mill,2019-04-06
6589,90,Calma,Pedro Capo X Farruko,2019-04-06
6590,91,Undecided,Chris Brown,2019-04-06
6591,92,On My Way To You,Cody Johnson,2019-04-06
6592,93,Secreto,Anuel AA & Karol G,2019-04-06
6593,94,Calling My Spirit,Kodak Black,2019-04-06
6594,95,Pop Out,Polo G Featuring Lil Tjay,2019-04-06
6595,96,Lovely,Billie Eilish & Khalid,2019-04-06
6596,97,Don't Call Me Up,Mabel,2019-04-06
6597,98,Last Hurrah,Bebe Rexha,2019-04-06
6598,99,Empty,Juice WRLD,2019-04-06
6599,100,Love Wins,Carrie Underwood,2019-04-06
6600,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-04-13
6601,2,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019-04-13
6602,3,7 Rings,Ariana Grande,2019-04-13
6603,4,Wow.,Post Malone,2019-04-13
6604,5,Without Me,Halsey,2019-04-13
6605,6,Please Me,Cardi B & Bruno Mars,2019-04-13
6606,7,Bad Guy,Billie Eilish,2019-04-13
6607,8,Sucker,Jonas Brothers,2019-04-13
6608,9,Happier,Marshmello & Bastille,2019-04-13
6609,10,Middle Child,J. Cole,2019-04-13
6610,11,Shallow,Lady Gaga & Bradley Cooper,2019-04-13
6611,12,Eastside,"benny blanco, Halsey & Khalid",2019-04-13
6612,13,Thotiana,Blueface,2019-04-13
6613,14,Going Bad,Meek Mill Featuring Drake,2019-04-13
6614,15,Dancing With A Stranger,Sam Smith & Normani,2019-04-13
6615,16,Better,Khalid,2019-04-13
6616,17,High Hopes,Panic! At The Disco,2019-04-13
6617,18,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019-04-13
6618,19,Sweet But Psycho,Ava Max,2019-04-13
6619,20,Sicko Mode,Travis Scott,2019-04-13
6620,21,Murder On My Mind,YNW Melly,2019-04-13
6621,22,A Lot,21 Savage,2019-04-13
6622,23,Girls Like You,Maroon 5 Featuring Cardi B,2019-04-13
6623,24,"Thank U, Next",Ariana Grande,2019-04-13
6624,25,Bury A Friend,Billie Eilish,2019-04-13
6625,26,Beautiful Crazy,Luke Combs,2019-04-13
6626,27,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,2019-04-13
6627,28,Be Alright,Dean Lewis,2019-04-13
6628,29,When The Party's Over,Billie Eilish,2019-04-13
6629,30,Drip Too Hard,Lil Baby & Gunna,2019-04-13
6630,31,Wish You Were Gay,Billie Eilish,2019-04-13
6631,32,You Say,Lauren Daigle,2019-04-13
6632,33,Pure Water,Mustard & Migos,2019-04-13
6633,34,Better Now,Post Malone,2019-04-13
6634,35,Xanny,Billie Eilish,2019-04-13
6635,36,Money,Cardi B,2019-04-13
6636,37,Look Back At It,A Boogie Wit da Hoodie,2019-04-13
6637,38,Envy Me,Calboy,2019-04-13
6638,39,Talk,Khalid,2019-04-13
6639,40,Youngblood,5 Seconds Of Summer,2019-04-13
6640,41,You Should See Me In A Crown,Billie Eilish,2019-04-13
6641,42,Baby Shark,Pinkfong,2019-04-13
6642,43,My Strange Addiction,Billie Eilish,2019-04-13
6643,44,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,2019-04-13
6644,45,MIA,Bad Bunny Featuring Drake,2019-04-13
6645,46,All The Good Girls Go To Hell,Billie Eilish,2019-04-13
6646,47,Act Up,City Girls,2019-04-13
6647,48,Robbery,Juice WRLD,2019-04-13
6648,49,ZEZE,Kodak Black Featuring Travis Scott & Offset,2019-04-13
6649,50,Tequila,Dan + Shay,2019-04-13
6650,51,Here Tonight,Brett Young,2019-04-13
6651,52,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,2019-04-13
6652,53,I Love You,Billie Eilish,2019-04-13
6653,54,Mixed Personalities,YNW Melly Featuring Kanye West,2019-04-13
6654,55,Here With Me,Marshmello Featuring CHVRCHES,2019-04-13
6655,56,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,2019-04-13
6656,57,Put A Date On It,Yo Gotti Featuring Lil Baby,2019-04-13
6657,58,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,2019-04-13
6658,59,God's Country,Blake Shelton,2019-04-13
6659,60,Worth It,YK Osiris,2019-04-13
6660,61,Eyes On You,Chase Rice,2019-04-13
6661,62,Ilomilo,Billie Eilish,2019-04-13
6662,63,Listen Before I Go,Billie Eilish,2019-04-13
6663,64,Close Friends,Lil Baby,2019-04-13
6664,65,Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,2019-04-13
6665,66,Bad Liar,Imagine Dragons,2019-04-13
6666,67,Whiskey Glasses,Morgan Wallen,2019-04-13
6667,68,Good As You,Kane Brown,2019-04-13
6668,69,One That Got Away,Michael Ray,2019-04-13
6669,70,Monopoly,Ariana Grande & Victoria Monet,2019-04-13
6670,71,Miss Me More,Kelsea Ballerini,2019-04-13
6671,72,Shot Clock,Ella Mai,2019-04-13
6672,73,Make It Sweet,Old Dominion,2019-04-13
6673,74,Look What God Gave Her,Thomas Rhett,2019-04-13
6674,75,There Was This Girl,Riley Green,2019-04-13
6675,76,Girls Need Love,Summer Walker X Drake,2019-04-13
6676,77,Undrunk,FLETCHER,2019-04-13
6677,78,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,2019-04-13
6678,79,8,Billie Eilish,2019-04-13
6679,80,Walk Me Home,P!nk,2019-04-13
6680,81,Saturday Nights,Khalid & Kane Brown,2019-04-13
6681,82,Last Time That I Checc'd,Nipsey Hussle Featuring YG,2019-04-13
6682,83,Twerk,City Girls Featuring Cardi B,2019-04-13
6683,84,GIRL,Maren Morris,2019-04-13
6684,85,Lovely,Billie Eilish & Khalid,2019-04-13
6685,86,Calma,Pedro Capo X Farruko,2019-04-13
6686,87,Suge,DaBaby,2019-04-13
6687,88,Night Shift,Jon Pardi,2019-04-13
6688,89,This Is It,Scotty McCreery,2019-04-13
6689,90,Rumor,Lee Brice,2019-04-13
6690,91,I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",2019-04-13
6691,92,Don't Call Me Up,Mabel,2019-04-13
6692,93,Dedication,Nipsey Hussle Featuring Kendrick Lamar,2019-04-13
6693,94,Ocean Eyes,Billie Eilish,2019-04-13
6694,95,Millionaire,Chris Stapleton,2019-04-13
6695,96,Talk You Out Of It,Florida Georgia Line,2019-04-13
6696,97,Faucet Failure,Ski Mask The Slump God,2019-04-13
6697,98,Girl Like You,Jason Aldean,2019-04-13
6698,99,Pure Cocaine,Lil Baby,2019-04-13
6699,100,Pop Out,Polo G Featuring Lil Tjay,2019-04-13
6700,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-04-20
6701,2,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019-04-20
6702,3,Wow.,Post Malone,2019-04-20
6703,4,7 Rings,Ariana Grande,2019-04-20
6704,5,Without Me,Halsey,2019-04-20
6705,6,Sucker,Jonas Brothers,2019-04-20
6706,7,Please Me,Cardi B & Bruno Mars,2019-04-20
6707,8,Better,Khalid,2019-04-20
6708,9,Middle Child,J. Cole,2019-04-20
6709,10,Happier,Marshmello & Bastille,2019-04-20
6710,11,Bad Guy,Billie Eilish,2019-04-20
6711,12,Dancing With A Stranger,Sam Smith & Normani,2019-04-20
6712,13,Shallow,Lady Gaga & Bradley Cooper,2019-04-20
6713,14,Eastside,"benny blanco, Halsey & Khalid",2019-04-20
6714,15,Going Bad,Meek Mill Featuring Drake,2019-04-20
6715,16,Sweet But Psycho,Ava Max,2019-04-20
6716,17,Thotiana,Blueface,2019-04-20
6717,18,Talk,Khalid,2019-04-20
6718,19,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019-04-20
6719,20,High Hopes,Panic! At The Disco,2019-04-20
6720,21,Beautiful Crazy,Luke Combs,2019-04-20
6721,22,A Lot,21 Savage,2019-04-20
6722,23,Girls Like You,Maroon 5 Featuring Cardi B,2019-04-20
6723,24,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,2019-04-20
6724,25,Sicko Mode,Travis Scott,2019-04-20
6725,26,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,2019-04-20
6726,27,Cool,Jonas Brothers,2019-04-20
6727,28,Murder On My Mind,YNW Melly,2019-04-20
6728,29,Be Alright,Dean Lewis,2019-04-20
6729,30,Bury A Friend,Billie Eilish,2019-04-20
6730,31,"Thank U, Next",Ariana Grande,2019-04-20
6731,32,Drip Too Hard,Lil Baby & Gunna,2019-04-20
6732,33,Pure Water,Mustard & Migos,2019-04-20
6733,34,Envy Me,Calboy,2019-04-20
6734,35,You Say,Lauren Daigle,2019-04-20
6735,36,Look Back At It,A Boogie Wit da Hoodie,2019-04-20
6736,37,Better Now,Post Malone,2019-04-20
6737,38,Tequila,Dan + Shay,2019-04-20
6738,39,When The Party's Over,Billie Eilish,2019-04-20
6739,40,Act Up,City Girls,2019-04-20
6740,41,Kill This Love,BLACKPINK,2019-04-20
6741,42,Baby Shark,Pinkfong,2019-04-20
6742,43,Youngblood,5 Seconds Of Summer,2019-04-20
6743,44,Money,Cardi B,2019-04-20
6744,45,Here Tonight,Brett Young,2019-04-20
6745,46,Here With Me,Marshmello Featuring CHVRCHES,2019-04-20
6746,47,MIA,Bad Bunny Featuring Drake,2019-04-20
6747,48,Look What God Gave Her,Thomas Rhett,2019-04-20
6748,49,God's Country,Blake Shelton,2019-04-20
6749,50,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,2019-04-20
6750,51,Wish You Were Gay,Billie Eilish,2019-04-20
6751,52,Eyes On You,Chase Rice,2019-04-20
6752,53,Good As You,Kane Brown,2019-04-20
6753,54,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,2019-04-20
6754,55,My Bad,Khalid,2019-04-20
6755,56,Mixed Personalities,YNW Melly Featuring Kanye West,2019-04-20
6756,57,Saturday Nights,Khalid & Kane Brown,2019-04-20
6757,58,Outta My Head,Khalid With John Mayer,2019-04-20
6758,59,Robbery,Juice WRLD,2019-04-20
6759,60,Make It Sweet,Old Dominion,2019-04-20
6760,61,Worth It,YK Osiris,2019-04-20
6761,62,Whiskey Glasses,Morgan Wallen,2019-04-20
6762,63,Suge,DaBaby,2019-04-20
6763,64,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,2019-04-20
6764,65,Close Friends,Lil Baby,2019-04-20
6765,66,Miss Me More,Kelsea Ballerini,2019-04-20
6766,67,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,2019-04-20
6767,68,You Should See Me In A Crown,Billie Eilish,2019-04-20
6768,69,Monopoly,Ariana Grande & Victoria Monet,2019-04-20
6769,70,There Was This Girl,Riley Green,2019-04-20
6770,71,My Strange Addiction,Billie Eilish,2019-04-20
6771,72,Shot Clock,Ella Mai,2019-04-20
6772,73,Walk Me Home,P!nk,2019-04-20
6773,74,Bad Liar,Imagine Dragons,2019-04-20
6774,75,Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,2019-04-20
6775,76,Last Time That I Checc'd,Nipsey Hussle Featuring YG,2019-04-20
6776,77,Undrunk,FLETCHER,2019-04-20
6777,78,Rumor,Lee Brice,2019-04-20
6778,79,Night Shift,Jon Pardi,2019-04-20
6779,80,Don't Call Me Up,Mabel,2019-04-20
6780,81,Girls Need Love,Summer Walker X Drake,2019-04-20
6781,82,GIRL,Maren Morris,2019-04-20
6782,83,Put A Date On It,Yo Gotti Featuring Lil Baby,2019-04-20
6783,84,Don't Pretend,Khalid x SAFE,2019-04-20
6784,85,Calma,Pedro Capo X Farruko,2019-04-20
6785,86,Xanny,Billie Eilish,2019-04-20
6786,87,Bad Luck,Khalid,2019-04-20
6787,88,One That Got Away,Michael Ray,2019-04-20
6788,89,Pop Out,Polo G Featuring Lil Tjay,2019-04-20
6789,90,This Is It,Scotty McCreery,2019-04-20
6790,91,Faucet Failure,Ski Mask The Slump God,2019-04-20
6791,92,All The Good Girls Go To Hell,Billie Eilish,2019-04-20
6792,93,Right Back,Khalid,2019-04-20
6793,94,Talk You Out Of It,Florida Georgia Line,2019-04-20
6794,95,Inmortal,Aventura,2019-04-20
