index,success,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,release_date,popularity,artist,track,country,indie,other,minutes,rap/hip-hop,rock,edm,jazz,pop
Ocean Alley: Happy Sad,0,0.134,47.7,73.7,0.613,8,10.4,-9.262,1,4.95,124.023,30.099999999999998,2018-03-09,54,Ocean Alley,Happy Sad,0,1,0,5.5099,0,0,0,0,1
Ocean Alley: Confidence,0,6.370000000000001,59.0,56.2,0.0,11,10.5,-9.607000000000001,0,5.050000000000001,140.835,56.10000000000001,2018-03-09,65,Ocean Alley,Confidence,0,1,0,4.21795,0,0,0,0,1
Ocean Alley: Knees,0,5.24,54.89999999999999,59.4,0.000274,0,31.2,-9.359,1,4.52,119.935,36.5,2018-03-09,60,Ocean Alley,Knees,0,1,0,4.779766666666666,0,0,0,0,1
Ocean Alley: Rage,0,71.8,42.6,36.4,0.028199999999999996,4,11.1,-10.349,0,3.3099999999999996,169.90900000000002,28.7,2018-03-09,42,Ocean Alley,Rage,0,1,0,4.2308,0,0,0,0,1
Ocean Alley: She's Always Right,0,0.0462,61.4,76.8,0.000445,2,20.2,-8.451,0,3.1199999999999997,124.00200000000001,51.0,2018-03-09,40,Ocean Alley,She's Always Right,0,1,0,4.071933333333333,0,0,0,0,1
Ocean Alley: Frostbite,0,0.158,52.5,72.5,0.0464,2,32.5,-8.87,1,4.19,149.737,41.5,2018-03-09,39,Ocean Alley,Frostbite,0,1,0,3.4077166666666665,0,0,0,0,1
Ocean Alley: Overgrown,0,0.0382,38.2,94.2,0.0036200000000000004,9,23.7,-7.471,0,6.65,123.11200000000001,50.0,2018-03-09,40,Ocean Alley,Overgrown,0,1,0,3.9015666666666666,0,0,0,0,1
Ocean Alley: Bones,0,0.11,48.0,87.7,0.00616,11,3.37,-6.725,0,16.1,151.792,56.3,2018-03-09,45,Ocean Alley,Bones,0,1,0,3.32885,0,0,0,0,1
Ocean Alley: Flowers and Booze,0,4.06,72.3,85.8,1.28,2,10.6,-8.645,0,4.5,118.001,46.1,2018-03-09,42,Ocean Alley,Flowers and Booze,0,1,0,4.050316666666666,0,0,0,0,1
Ocean Alley: Man You Were Looking For,0,72.3,58.70000000000001,15.299999999999999,0.0,4,13.8,-15.914000000000001,0,4.96,122.319,25.900000000000002,2018-03-09,46,Ocean Alley,Man You Were Looking For,0,1,0,3.4372833333333332,0,0,0,0,1
Suicidal Tendencies: Nothing to Lose,0,0.563,37.2,99.5,0.00015000000000000001,2,6.49,-3.028,1,27.9,163.685,20.4,2018-03-09,27,Suicidal Tendencies,Nothing to Lose,0,0,0,3.0208833333333334,1,1,0,0,0
Suicidal Tendencies: Get United,0,8.97,61.199999999999996,89.8,0.00288,0,50.8,-5.955,1,6.1,104.516,70.4,2018-03-09,14,Suicidal Tendencies,Get United,0,0,0,4.071233333333334,1,1,0,0,0
Suicidal Tendencies: iAuthority,0,3.73,64.3,93.3,0.00799,4,17.4,-6.834,0,13.200000000000001,111.846,54.2,2018-03-09,13,Suicidal Tendencies,iAuthority,0,0,0,4.437333333333333,1,1,0,0,0
Suicidal Tendencies: Ain't Mess'n Around,0,0.336,49.8,73.5,0.0,1,11.0,-4.706,0,2.94,135.983,53.7,2018-03-09,14,Suicidal Tendencies,Ain't Mess'n Around,0,0,0,5.834833333333333,1,1,0,0,0
Suicidal Tendencies: S.E.D.,0,1.0699999999999998,34.5,96.6,0.0,9,42.1,-3.193,1,13.100000000000001,118.257,50.9,2018-03-09,12,Suicidal Tendencies,S.E.D.,0,0,0,4.681866666666667,1,1,0,0,0
Suicidal Tendencies: I Got a Right,0,0.202,55.2,97.7,0.00616,4,32.1,-4.393,0,6.069999999999999,130.986,53.1,2018-03-09,12,Suicidal Tendencies,I Got a Right,0,0,0,3.6472,1,1,0,0,0
Suicidal Tendencies: Get Your Right On! - Acoustic Version,0,26.8,62.4,85.8,0.0,4,28.6,-6.0889999999999995,0,4.46,145.085,55.1,2018-03-09,11,Suicidal Tendencies,Get Your Right On! - Acoustic Version,0,0,0,4.937383333333333,1,1,0,0,0
Suicidal Tendencies: Get Your Bass On! - Bass Instrumental,0,30.9,25.7,83.2,92.4,4,25.5,-7.76,0,4.22,93.56700000000001,47.2,2018-03-09,12,Suicidal Tendencies,Get Your Bass On! - Bass Instrumental,0,0,0,4.9416166666666665,1,1,0,0,0
Suicidal Tendencies: Get Your Shred On! - Guitar Instrumental,0,0.007730000000000001,36.1,90.6,79.4,4,26.400000000000002,-5.019,0,5.65,144.994,57.3,2018-03-09,11,Suicidal Tendencies,Get Your Shred On! - Guitar Instrumental,0,0,0,4.716616666666667,1,1,0,0,0
Suicidal Tendencies: Get Your Fight On!,0,0.514,23.0,96.0,0.00077,4,15.0,-3.509,0,10.2,93.495,34.9,2018-03-09,13,Suicidal Tendencies,Get Your Fight On!,0,0,0,4.919316666666667,1,1,0,0,0
Dorothy: Flawless,0,4.89,42.6,76.8,5.54,0,29.7,-4.723,1,3.15,148.108,53.5,2018-03-09,47,Dorothy,Flawless,0,0,0,4.03845,0,1,0,0,0
Dorothy: Who Do You Love,0,4.29,22.0,84.8,0.017499999999999998,10,14.2,-3.6860000000000004,1,5.01,121.948,38.9,2018-03-09,38,Dorothy,Who Do You Love,0,0,0,4.226883333333333,0,1,0,0,0
Dorothy: Pretty When You’re High,0,9.959999999999999,38.4,78.5,0.000226,7,30.599999999999998,-3.9610000000000003,1,3.82,143.94299999999998,38.9,2018-03-09,36,Dorothy,Pretty When You’re High,0,0,0,3.417116666666667,0,1,0,0,0
Dorothy: Mountain,0,7.3,34.5,71.4,0.0,0,13.4,-3.844,1,4.05,155.957,39.5,2018-03-09,31,Dorothy,Mountain,0,0,0,4.206216666666666,0,1,0,0,0
Dorothy: Freedom,0,0.708,42.2,69.6,0.00045,2,14.000000000000002,-5.42,1,4.82,153.369,64.1,2018-03-09,36,Dorothy,Freedom,0,0,0,4.609333333333334,0,1,0,0,0
Dorothy: White Butterfly,0,8.74,17.5,59.599999999999994,1.47,7,12.4,-8.725,1,3.9600000000000004,167.97099999999998,14.899999999999999,2018-03-09,30,Dorothy,White Butterfly,0,0,0,4.919333333333333,0,1,0,0,0
Dorothy: 28 Days In The Valley,0,83.0,43.4,33.3,81.0,4,8.649999999999999,-17.173,0,2.98,104.90799999999999,44.0,2018-03-09,29,Dorothy,28 Days In The Valley,0,0,0,2.2157833333333334,0,1,0,0,0
Dorothy: On My Knees,0,0.131,41.3,90.0,0.00105,6,38.9,-3.932,1,5.81,126.061,58.8,2018-03-09,29,Dorothy,On My Knees,0,0,0,5.1368833333333335,0,1,0,0,0
Dorothy: Black Tar & Nicotine,0,24.4,45.6,57.60000000000001,0.0007390000000000001,6,13.600000000000001,-5.875,1,2.9899999999999998,129.637,38.2,2018-03-09,29,Dorothy,Black Tar & Nicotine,0,0,0,3.751333333333333,0,1,0,0,0
Dorothy: Philadelphia,0,17.3,51.5,65.7,67.5,6,37.2,-8.743,0,3.58,102.934,31.4,2018-03-09,29,Dorothy,Philadelphia,0,0,0,4.278,0,1,0,0,0
Dorothy: Ain’t Our Time To Die,0,1.03,37.2,75.5,0.10400000000000001,2,23.2,-5.16,1,4.24,178.577,57.9,2018-03-09,31,Dorothy,Ain’t Our Time To Die,0,0,0,4.1371166666666666,0,1,0,0,0
Dorothy: We Are STAARS,0,0.20800000000000002,43.4,91.1,0.000514,7,14.899999999999999,-5.527,1,5.13,143.958,60.0,2018-03-09,27,Dorothy,We Are STAARS,0,0,0,3.7453333333333334,0,1,0,0,0
Dorothy: We Need Love,0,0.295,36.8,84.9,0.0063300000000000006,11,29.2,-4.595,0,4.9399999999999995,141.894,43.3,2018-03-09,29,Dorothy,We Need Love,0,0,0,4.604,0,1,0,0,0
Fickle Friends: Wake Me Up,0,0.246,57.2,77.0,0.00019300000000000003,9,23.9,-4.962,1,4.279999999999999,120.01,43.4,2018-03-16,37,Fickle Friends,Wake Me Up,0,1,0,3.482666666666667,0,0,1,1,1
Fickle Friends: Glue,0,25.900000000000002,67.6,81.1,0.0,6,15.9,-4.0680000000000005,1,6.2700000000000005,116.038,61.0,2018-03-16,50,Fickle Friends,Glue,0,1,0,3.1453333333333333,0,0,1,1,1
Fickle Friends: Swim,0,2.29,59.4,77.4,0.0,5,11.8,-4.427,1,3.8699999999999997,105.009,62.1,2018-03-16,51,Fickle Friends,Swim,0,1,0,3.2917833333333335,0,0,1,1,1
Fickle Friends: Bite,0,2.75,69.1,87.5,0.007679999999999999,6,8.91,-4.573,0,3.5000000000000004,123.99799999999999,82.1,2018-03-16,34,Fickle Friends,Bite,0,1,0,3.4711166666666666,0,0,1,1,1
Fickle Friends: Hard To Be Myself,0,12.8,57.2,78.2,0.0,0,24.6,-5.907,1,6.93,99.51,57.9,2018-03-16,38,Fickle Friends,Hard To Be Myself,0,1,0,3.17645,0,0,1,1,1
Fickle Friends: Lovesick,0,2.8899999999999997,76.8,81.4,0.0,4,6.54,-4.288,1,5.72,124.042,87.6,2018-03-16,35,Fickle Friends,Lovesick,0,1,0,3.2933333333333334,0,0,1,1,1
Fickle Friends: Say No More,0,4.5600000000000005,64.4,91.1,0.027700000000000002,10,3.1,-3.054,1,3.32,109.991,88.9,2018-03-16,41,Fickle Friends,Say No More,0,1,0,3.453333333333333,0,0,1,1,1
Fickle Friends: Heartbroken,0,6.329999999999999,72.9,78.5,0.0,5,8.91,-4.561,1,5.779999999999999,97.04899999999999,70.8,2018-03-16,37,Fickle Friends,Heartbroken,0,1,0,3.544,0,0,1,1,1
Fickle Friends: In My Head,0,86.2,32.7,11.7,0.000492,2,11.0,-14.664000000000001,1,5.140000000000001,69.767,11.3,2018-03-16,28,Fickle Friends,In My Head,0,1,0,2.0502166666666666,0,0,1,1,1
Fickle Friends: Rotation,0,0.0707,69.5,85.5,0.26899999999999996,2,34.6,-5.239,1,3.2099999999999995,120.02,34.5,2018-03-16,31,Fickle Friends,Rotation,0,1,0,3.168,0,0,1,1,1
Fickle Friends: Hello Hello,0,8.83,63.0,88.9,0.0,8,10.7,-3.863,1,4.41,132.033,69.3,2018-03-16,38,Fickle Friends,Hello Hello,0,1,0,2.96755,0,0,1,1,1
Fickle Friends: Paris,0,18.9,54.89999999999999,62.6,0.06269999999999999,7,10.1,-6.09,1,3.2,94.035,35.4,2018-03-16,32,Fickle Friends,Paris,0,1,0,2.70155,0,0,1,1,1
Fickle Friends: Brooklyn,0,24.6,55.00000000000001,92.0,0.000196,5,35.5,-2.694,1,4.93,112.015,48.7,2018-03-16,40,Fickle Friends,Brooklyn,0,1,0,3.1413333333333333,0,0,1,1,1
Fickle Friends: Midnight,0,0.47000000000000003,64.3,79.8,0.00251,0,8.62,-4.013999999999999,1,4.18,104.071,37.3,2018-03-16,32,Fickle Friends,Midnight,0,1,0,3.366,0,0,1,1,1
Fickle Friends: She,0,6.9,65.8,82.8,0.00203,2,11.3,-5.465,1,4.9399999999999995,126.978,66.2,2018-03-16,31,Fickle Friends,She,0,1,0,3.2742166666666668,0,0,1,1,1
Fickle Friends: Useless,0,1.95,68.1,67.4,0.0288,8,27.399999999999995,-6.138999999999999,1,3.38,106.02799999999999,55.00000000000001,2018-03-16,34,Fickle Friends,Useless,0,1,0,3.4977833333333335,0,0,1,1,1
The Fratellis: Stand up Tragedy,0,0.14300000000000002,59.599999999999994,89.6,0.00116,2,35.2,-3.995,1,3.39,105.01899999999999,81.8,2018-03-16,40,The Fratellis,Stand up Tragedy,0,1,0,3.7553,0,1,0,0,0
The Fratellis: Starcrossed Losers,0,0.353,44.9,87.6,0.0,5,36.9,-5.296,0,6.5,151.99200000000002,61.9,2018-03-16,47,The Fratellis,Starcrossed Losers,0,1,0,4.52615,0,1,0,0,0
The Fratellis: Sugartown,0,0.346,74.7,88.8,0.000345,0,22.8,-5.986000000000001,1,3.16,109.96799999999999,77.3,2018-03-16,41,The Fratellis,Sugartown,0,1,0,3.9215166666666668,0,1,0,0,0
The Fratellis: Told You So,0,0.131,49.8,74.6,0.0,2,33.5,-4.7589999999999995,1,2.78,100.18799999999999,68.7,2018-03-16,34,The Fratellis,Told You So,0,1,0,4.0376666666666665,0,1,0,0,0
The Fratellis: The Next Time We Wed,0,0.0825,56.8,90.8,0.0,2,19.4,-4.127,1,4.54,116.95100000000001,67.1,2018-03-16,39,The Fratellis,The Next Time We Wed,0,1,0,3.4088333333333334,0,1,0,0,0
The Fratellis: I've Been Blind,0,0.0292,62.7,82.9,0.00463,10,10.3,-4.957,1,4.7,122.95700000000001,59.5,2018-03-16,42,The Fratellis,I've Been Blind,0,1,0,3.23795,0,1,0,0,0
The Fratellis: Laughing Gas,0,0.000759,38.5,96.3,0.000146,10,30.2,-3.036,1,5.65,108.447,58.5,2018-03-16,34,The Fratellis,Laughing Gas,0,1,0,4.0959666666666665,0,1,0,0,0
The Fratellis: Advaita Shuffle,0,0.00404,49.3,94.4,0.0218,5,22.8,-4.265,1,5.6899999999999995,122.02600000000001,48.2,2018-03-16,31,The Fratellis,Advaita Shuffle,0,1,0,4.43085,0,1,0,0,0
The Fratellis: I Guess… I Suppose...,0,0.0202,55.8,78.8,0.000136,0,14.899999999999999,-5.495,1,3.75,123.978,51.1,2018-03-16,39,The Fratellis,I Guess… I Suppose...,0,1,0,3.9748,0,1,0,0,0
The Fratellis: Indestructible,0,0.0177,62.7,91.5,0.019,7,33.9,-4.667,1,3.52,108.00299999999999,86.0,2018-03-16,33,The Fratellis,Indestructible,0,1,0,4.109866666666667,0,1,0,0,0
The Fratellis: I Am That,0,1.94,36.3,80.2,9.92,2,30.2,-5.315,1,3.75,97.97,10.8,2018-03-16,29,The Fratellis,I Am That,0,1,0,6.926216666666667,0,1,0,0,0
Laura Pausini: Non è detto,0,47.6,61.6,52.900000000000006,0.0,6,10.1,-5.989,1,3.27,129.928,14.3,2018-03-16,46,Laura Pausini,Non è detto,0,0,0,3.457333333333333,0,0,0,0,1
Laura Pausini: Nuevo,0,6.5600000000000005,76.4,54.79999999999999,0.000314,11,12.0,-5.105,0,6.29,92.21600000000001,73.8,2018-03-16,31,Laura Pausini,Nuevo,0,0,0,4.216,0,0,0,0,1
Laura Pausini: La soluzione,0,84.2,65.1,39.9,0.0,1,9.86,-6.541,1,3.37,125.944,16.6,2018-03-16,42,Laura Pausini,La soluzione,0,0,0,3.896,0,0,0,0,1
Laura Pausini: E.STA.A.TE,0,13.100000000000001,63.3,78.3,0.0,2,8.66,-2.9219999999999997,1,2.9899999999999998,115.934,6.800000000000001,2018-03-16,44,Laura Pausini,E.STA.A.TE,0,0,0,3.5997833333333333,0,0,0,0,1
Laura Pausini: Frasi a metà,0,33.3,62.3,66.7,0.0,9,9.84,-5.227,1,6.329999999999999,113.709,45.6,2018-03-16,45,Laura Pausini,Frasi a metà,0,0,0,4.032666666666667,0,0,0,0,1
Laura Pausini: Le due finestre,0,64.1,59.599999999999994,40.4,0.0,6,9.4,-5.343999999999999,1,3.58,130.025,32.0,2018-03-16,32,Laura Pausini,Le due finestre,0,0,0,4.31955,0,0,0,0,1
Laura Pausini: Fantastico (Fai quello che sei),0,19.4,58.9,83.0,0.0,9,12.1,-4.506,0,7.22,91.945,49.3,2018-03-16,31,Laura Pausini,Fantastico (Fai quello che sei),0,0,0,3.5686666666666667,0,0,0,0,1
Laura Pausini: No River is Wilder,0,65.9,36.8,48.2,0.0,0,9.77,-4.501,1,3.91,147.733,29.4,2018-03-16,26,Laura Pausini,No River is Wilder,0,0,0,3.34245,0,0,0,0,1
Laura Pausini: L'ultima cosa che ti devo,0,31.7,52.5,53.400000000000006,0.0,6,11.2,-4.743,0,8.89,179.782,28.199999999999996,2018-03-16,37,Laura Pausini,L'ultima cosa che ti devo,0,0,0,3.63355,0,0,0,0,1
Laura Pausini: Un progetto di vita in comune,0,6.7,60.3,78.6,0.0,5,10.2,-4.11,0,3.39,108.0,22.4,2018-03-16,36,Laura Pausini,Un progetto di vita in comune,0,0,0,3.27,0,0,0,0,1
Laura Pausini: Il caso è chiuso,0,5.26,39.1,72.2,0.0,2,7.380000000000001,-4.3,0,4.66,145.746,19.8,2018-03-16,28,Laura Pausini,Il caso è chiuso,0,0,0,3.492,0,0,0,0,1
Laura Pausini: Zona d'ombra,0,25.2,63.4,51.0,0.0,9,10.3,-7.819,1,3.02,119.961,28.800000000000004,2018-03-16,26,Laura Pausini,Zona d'ombra,0,0,0,2.834216666666667,0,0,0,0,1
Laura Pausini: Francesca (Piccola aliena),0,95.8,28.6,17.1,0.000143,3,12.7,-12.287,1,3.71,76.92,17.0,2018-03-16,24,Laura Pausini,Francesca (Piccola aliena),0,0,0,3.5166666666666666,0,0,0,0,1
Laura Pausini: Il coraggio di andare,0,47.5,59.599999999999994,41.7,0.0,4,11.9,-6.307,1,3.0,140.069,23.8,2018-03-16,40,Laura Pausini,Il coraggio di andare,0,0,0,3.75,0,0,0,0,1
Scotty McCreery: Seasons Change,0,6.72,52.900000000000006,90.1,0.028700000000000003,7,68.2,-5.789,1,5.04,170.01,92.2,2018-03-16,41,Scotty McCreery,Seasons Change,1,0,0,3.77355,0,1,0,0,0
Scotty McCreery: Wherever You Are,0,3.15,53.29999999999999,84.6,0.0,11,9.9,-5.542000000000001,1,4.37,90.008,81.0,2018-03-16,45,Scotty McCreery,Wherever You Are,1,0,0,3.0942166666666666,0,1,0,0,0
Scotty McCreery: Boys From Back Home,0,0.7969999999999999,57.10000000000001,89.2,0.00042899999999999997,4,7.19,-5.87,1,4.17,101.986,49.9,2018-03-16,40,Scotty McCreery,Boys From Back Home,1,0,0,4.093333333333334,0,1,0,0,0
Scotty McCreery: Five More Minutes,1,25.7,49.6,63.2,0.000107,7,10.9,-4.933,1,2.82,156.034,27.800000000000004,2018-03-16,63,Scotty McCreery,Five More Minutes,1,0,0,4.019116666666666,0,1,0,0,0
Scotty McCreery: In Between,0,1.66,59.20000000000001,92.8,0.0013800000000000002,11,12.3,-5.403,1,5.57,121.99700000000001,39.1,2018-03-16,66,Scotty McCreery,In Between,1,0,0,3.6933333333333334,0,1,0,0,0
Scotty McCreery: This Is It,1,25.4,55.7,51.1,0.0,8,9.9,-6.787999999999999,1,2.91,156.042,60.199999999999996,2018-03-16,70,Scotty McCreery,This Is It,1,0,0,3.84955,0,1,0,0,0
Scotty McCreery: Wrong Again,0,1.09,51.0,78.8,0.000134,1,8.08,-6.331,0,3.8600000000000003,176.993,81.1,2018-03-16,40,Scotty McCreery,Wrong Again,1,0,0,3.12755,0,1,0,0,0
Scotty McCreery: Move It On Out,0,3.7800000000000002,52.1,82.2,0.006039999999999999,8,6.15,-5.8020000000000005,0,4.33,178.076,94.4,2018-03-16,36,Scotty McCreery,Move It On Out,1,0,0,2.93045,0,1,0,0,0
Scotty McCreery: Barefootin',0,3.16,44.2,67.1,0.00010800000000000001,4,7.1499999999999995,-5.718,0,3.84,208.30700000000002,81.0,2018-03-16,40,Scotty McCreery,Barefootin',1,0,0,4.214883333333334,0,1,0,0,0
Scotty McCreery: Still,0,15.8,67.1,70.7,0.0432,0,14.099999999999998,-7.394,1,3.01,138.026,65.1,2018-03-16,40,Scotty McCreery,Still,1,0,0,4.04645,0,1,0,0,0
Scotty McCreery: Home In My Mind,0,17.4,51.300000000000004,68.3,0.00221,6,13.100000000000001,-6.494,1,2.87,153.889,34.7,2018-03-16,41,Scotty McCreery,Home In My Mind,1,0,0,3.59845,0,1,0,0,0
Stone Temple Pilots: Middle Of Nowhere,0,0.0010400000000000001,30.599999999999998,96.8,0.8109999999999999,11,15.5,-4.327,0,12.0,168.231,33.5,2018-03-16,36,Stone Temple Pilots,Middle Of Nowhere,0,0,0,3.687116666666667,0,1,0,0,1
Stone Temple Pilots: Guilty,0,0.0017800000000000003,27.800000000000004,91.7,0.232,7,9.31,-4.146,1,7.6,220.025,48.7,2018-03-16,33,Stone Temple Pilots,Guilty,0,0,0,3.2386666666666666,0,1,0,0,1
Stone Temple Pilots: Meadow,0,0.052899999999999996,49.9,88.9,0.341,9,28.1,-4.154,1,3.85,126.975,48.8,2018-03-16,46,Stone Temple Pilots,Meadow,0,0,0,3.469116666666667,0,1,0,0,1
Stone Temple Pilots: Just A Little Lie,0,0.0064800000000000005,29.600000000000005,92.3,0.201,9,19.6,-5.072,1,5.75,45.736999999999995,47.5,2018-03-16,33,Stone Temple Pilots,Just A Little Lie,0,0,0,3.994,0,1,0,0,1
Stone Temple Pilots: Six Eight,0,0.00215,44.4,85.3,19.7,9,17.5,-4.925,1,4.41,101.921,69.7,2018-03-16,31,Stone Temple Pilots,Six Eight,0,0,0,3.5457833333333335,0,1,0,0,1
Stone Temple Pilots: Thought She'd Be Mine,0,0.09870000000000001,59.599999999999994,70.5,34.8,7,15.6,-6.361000000000001,1,2.6,107.965,58.4,2018-03-16,34,Stone Temple Pilots,Thought She'd Be Mine,0,0,0,5.524216666666667,0,1,0,0,1
Stone Temple Pilots: Roll Me Under,0,0.005660000000000001,18.1,94.1,1.09,7,35.8,-5.222,1,6.59,183.58900000000003,48.1,2018-03-16,39,Stone Temple Pilots,Roll Me Under,0,0,0,3.7531166666666667,0,1,0,0,1
Stone Temple Pilots: Never Enough,0,0.0017499999999999998,40.0,92.1,4.6,11,24.9,-4.1610000000000005,0,4.18,60.501999999999995,53.400000000000006,2018-03-16,33,Stone Temple Pilots,Never Enough,0,0,0,3.7677833333333335,0,1,0,0,1
Stone Temple Pilots: The Art Of Letting Go,0,24.9,56.3,55.2,0.147,9,13.8,-8.618,1,2.81,120.459,34.3,2018-03-16,38,Stone Temple Pilots,The Art Of Letting Go,0,0,0,4.595116666666667,0,1,0,0,1
Stone Temple Pilots: Finest Hour,0,0.067,41.8,87.9,0.108,7,9.2,-4.94,1,3.2199999999999998,165.96099999999998,55.39999999999999,2018-03-16,29,Stone Temple Pilots,Finest Hour,0,0,0,4.177783333333333,0,1,0,0,1
Stone Temple Pilots: Good Shoes,0,0.0034,16.7,91.8,6.1,7,21.9,-4.738,1,5.970000000000001,187.859,39.9,2018-03-16,28,Stone Temple Pilots,Good Shoes,0,0,0,3.648,0,1,0,0,1
Stone Temple Pilots: Reds & Blues,0,0.25399999999999995,56.49999999999999,62.2,1.22,0,6.21,-7.492999999999999,1,2.5700000000000003,135.965,55.8,2018-03-16,30,Stone Temple Pilots,Reds & Blues,0,0,0,4.995333333333333,0,1,0,0,1
XXXTENTACION: Introduction (instructions),0,86.8,67.8,48.1,0.0,10,43.1,-20.18,0,92.0,88.82799999999999,6.84,2018-03-16,55,XXXTENTACION,Introduction (instructions),0,0,0,1.95805,1,0,0,0,0
"XXXTENTACION: ALONE, PART 3",0,88.3,61.0,25.8,1.4500000000000002,0,10.3,-12.758,1,3.3099999999999996,127.08,16.4,2018-03-16,66,XXXTENTACION,"ALONE, PART 3",0,0,0,1.8331,1,0,0,0,0
XXXTENTACION: Moonlight,1,55.60000000000001,92.1,53.7,0.404,9,10.2,-5.723,0,8.04,128.009,71.1,2018-03-16,83,XXXTENTACION,Moonlight,0,0,0,2.2515,1,0,0,0,0
XXXTENTACION: SAD!,1,25.8,74.0,61.3,0.372,8,12.3,-4.88,1,14.499999999999998,75.023,47.3,2018-03-16,84,XXXTENTACION,SAD!,0,0,0,2.7767666666666666,1,0,0,0,0
XXXTENTACION: the remedy for a broken heart (why am I so in love),1,77.9,69.9,30.4,0.0993,1,13.699999999999998,-11.192,1,9.93,119.705,27.1,2018-03-16,77,XXXTENTACION,the remedy for a broken heart (why am I so in love),0,0,0,2.6697333333333333,1,0,0,0,0
XXXTENTACION: Floor 555,0,0.0424,69.5,68.6,0.22999999999999998,9,36.5,-8.147,0,4.78,105.219,35.4,2018-03-16,62,XXXTENTACION,Floor 555,0,0,0,1.55745,1,0,0,0,0
XXXTENTACION: NUMB,1,10.0,41.4,41.6,17.9,11,13.100000000000001,-8.024,0,2.5100000000000002,159.91,19.6,2018-03-16,72,XXXTENTACION,NUMB,0,0,0,3.1044666666666667,1,0,0,0,0
XXXTENTACION: infinity (888) - feat. Joey Bada$$,1,27.399999999999995,56.2,57.9,0.0,10,10.2,-6.787999999999999,0,48.4,84.14299999999999,57.70000000000001,2018-03-16,68,XXXTENTACION,infinity (888) - feat. Joey Bada$$,0,0,0,2.9431833333333333,1,0,0,0,0
XXXTENTACION: going down!,1,2.16,87.3,66.3,0.0356,1,8.67,-4.086,1,15.0,135.499,52.5,2018-03-16,67,XXXTENTACION,going down!,0,0,0,1.9199,1,0,0,0,0
XXXTENTACION: Pain = BESTFRIEND - feat. Travis Barker,0,53.6,67.1,62.8,15.1,4,12.0,-5.117,1,2.73,135.005,59.5,2018-03-16,61,XXXTENTACION,Pain = BESTFRIEND - feat. Travis Barker,0,0,0,1.69195,1,0,0,0,0
XXXTENTACION: $$$ - with Matt Ox,0,6.36,77.4,50.7,0.0,1,13.8,-6.952000000000001,0,6.5,140.067,50.8,2018-03-16,68,XXXTENTACION,$$$ - with Matt Ox,0,0,0,2.1733833333333332,1,0,0,0,0
XXXTENTACION: love yourself (interlude),0,67.4,74.6,33.8,0.0375,11,52.900000000000006,-13.472000000000001,0,10.9,120.053,46.9,2018-03-16,62,XXXTENTACION,love yourself (interlude),0,0,0,0.80705,1,0,0,0,0
XXXTENTACION: SMASH! - feat. PnB Rock,0,15.299999999999999,81.9,51.300000000000004,0.0,6,13.8,-9.005,0,43.3,140.032,60.699999999999996,2018-03-16,62,XXXTENTACION,SMASH! - feat. PnB Rock,0,0,0,1.8259333333333334,1,0,0,0,0
"XXXTENTACION: I don’t even speak spanish lol - feat. Rio Santana, Judah, Carlos Andrez",0,11.8,76.7,56.10000000000001,0.0,2,7.37,-7.417999999999999,0,5.09,90.021,54.2,2018-03-16,67,XXXTENTACION,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Carlos Andrez",0,0,0,3.2038166666666665,1,0,0,0,0
XXXTENTACION: changes,1,88.3,66.9,30.8,0.0,11,9.84,-10.068,1,2.9,64.934,52.0,2018-03-16,81,XXXTENTACION,changes,0,0,0,2.03145,1,0,0,0,0
XXXTENTACION: Hope,1,66.1,59.20000000000001,45.7,0.033100000000000004,9,14.6,-6.081,0,6.03,146.04,22.5,2018-03-16,76,XXXTENTACION,Hope,0,0,0,1.8481,1,0,0,0,0
XXXTENTACION: schizophrenia,0,7.62,60.6,34.9,7.109999999999999,2,10.0,-10.032,1,19.8,180.055,23.9,2018-03-16,60,XXXTENTACION,schizophrenia,0,0,0,1.3365,1,0,0,0,0
XXXTENTACION: before I close my eyes,0,97.6,35.6,14.3,0.0018899999999999998,9,11.1,-15.148,1,3.88,75.52199999999999,33.4,2018-03-16,67,XXXTENTACION,before I close my eyes,0,0,0,1.6609666666666667,1,0,0,0,0
XXXTENTACION: Introduction,0,84.1,47.5,0.543,0.00963,7,11.3,-20.584,1,9.959999999999999,135.578,56.8,2018-12-07,26,XXXTENTACION,Introduction,0,0,0,0.52,1,0,0,0,0
XXXTENTACION: Guardian angel,1,81.1,68.9,35.8,0.0,0,15.299999999999999,-11.41,0,64.3,133.985,78.6,2018-12-07,43,XXXTENTACION,Guardian angel,0,0,0,1.8005833333333334,1,0,0,0,0
XXXTENTACION: Train food,1,59.699999999999996,46.5,60.8,0.00398,5,37.3,-10.167,1,78.0,95.1,24.5,2018-12-07,36,XXXTENTACION,Train food,0,0,0,2.7347166666666665,1,0,0,0,0
XXXTENTACION: whoa (mind in awe),1,65.3,73.5,52.5,91.8,6,10.1,-2.9389999999999996,0,4.41,160.14700000000002,36.9,2018-12-07,47,XXXTENTACION,whoa (mind in awe),0,0,0,2.6296166666666667,1,0,0,0,0
